,año,equiponac,jugador,club
2179,1995,Argentina,J. E.  Esnáider,Real Madrid
2180,1995,Argentina,Alberto Acosta,Uni. Catolica
2181,1995,Argentina,Gabriel Batistuta,Fiorentina
2182,1995,Argentina,C. D.  Biaggio,San Lorenzo
2183,1995,Argentina,Abel Balbo,AS Roma
2184,1995,Argentina,Sebastián Rambert,Indep.
2185,1995,Argentina,G.  Barros Schelotto,Gim. La Plata
2186,1995,Argentina,Claudio López,Racing Club
2187,1995,Argentina,Marcelo Delgado,Racing Club
2188,1995,Argentina,Omar Asad,Velez Sarsfield
2189,1996,Argentina,Oscar Passet,San Lorenzo
2190,1996,Argentina,Pablo Cavallero,Velez Sarsfield
2191,1996,Argentina,Carlos Bossio,Estudiantes LP
2192,1996,Argentina,Roberto Bonano,River Plate
2193,1996,Argentina,Germán Burgos,River Plate
2194,1996,Argentina,R. N.  Sensini,Parma
2195,1996,Argentina,Néstor Fabbri,Boca Juniors
2196,1996,Argentina,Fernando Cáceres,Saragosse
2197,1996,Argentina,José Antonio Chamot,Lazio
2198,1996,Argentina,Roberto Ayala,Napoli
2199,1996,Argentina,Pablo Paz,Tenerife
2200,1996,Argentina,Eduardo Berizzo,River Plate
2201,1996,Argentina,V. H.  Sotomayor,Velez Sarsfield
2202,1996,Argentina,H. E.  Díaz,River Plate
2203,1996,Argentina,Nelson Vivas,Boca Juniors
2204,1996,Argentina,Javier Zanetti,Inter
2205,1996,Argentina,Mauricio Pineda,Huracán
2206,1996,Argentina,Juan Pablo Sorín,River Plate
2207,1996,Argentina,Leonardo Astrada,River Plate
2208,1996,Argentina,Matías Almeyda,River Plate
2209,1996,Argentina,Ariel Ortega,River Plate
2210,1996,Argentina,Christian Bassedas,Velez Sarsfield
2211,1996,Argentina,J. S.  Verón,Sampdoria
2212,1996,Argentina,Diego Simeone,Atlético
2213,1996,Argentina,José Albornoz,Indep.
2214,1996,Argentina,Roberto Molina,Indep.
2215,1996,Argentina,Gustavo López,Saragosse
2216,1996,Argentina,Patricio Camps,Velez Sarsfield
2217,1996,Argentina,Hugo Morales,Lanus
2218,1996,Argentina,Claudio Caniggia,Boca Juniors
2219,1996,Argentina,Abel Balbo,AS Roma
2220,1996,Argentina,Gabriel Batistuta,Fiorentina
2221,1996,Argentina,J. E.  Esnáider,Atlético
2222,1996,Argentina,Hernán Crespo,River Plate
2223,1996,Argentina,Marcelo Delgado,Racing Club
2224,1996,Argentina,G.  Barros Schelotto,Gim. La Plata
2225,1996,Argentina,Claudio López,Racing Club
2226,1996,Argentina,Guillermo Morigi,Velez Sarsfield
2227,1997,Argentina,Nacho González,Racing Club
2228,1997,Argentina,Marcelo Ojeda,Tenerife
2229,1997,Argentina,Carlos Roa,Lanus
2230,1997,Argentina,R. N.  Sensini,Parma
2231,1997,Argentina,Fernando Cáceres,Valencia CF
2232,1997,Argentina,Roberto Ayala,Napoli
2233,1997,Argentina,José Antonio Chamot,Lazio
2234,1997,Argentina,Pablo Rotchen,Indep.
2235,1997,Argentina,Raul Cardozo,Velez Sarsfield
2236,1997,Argentina,Pablo Paz,Tenerife
2237,1997,Argentina,Eduardo Berizzo,River Plate
2238,1997,Argentina,Mauricio Pellegrino,Velez Sarsfield
2239,1997,Argentina,J. D.  Martínez,Indep.
2240,1997,Argentina,H. E.  Díaz,River Plate
2241,1997,Argentina,Nelson Vivas,Boca Juniors
2242,1997,Argentina,Javier Zanetti,Inter
2243,1997,Argentina,Mauricio Pineda,Boca Juniors
2244,1997,Argentina,Juan Pablo Sorín,River Plate
2245,1997,Argentina,Gustavo Zapata,San Lorenzo
2246,1997,Argentina,Matías Almeyda,Sevilla FC
2247,1997,Argentina,Leonardo Astrada,River Plate
2248,1997,Argentina,J. S.  Verón,Sampdoria
2249,1997,Argentina,Christian Bassedas,Velez Sarsfield
2250,1997,Argentina,Claudio Husaín,Velez Sarsfield
2251,1997,Argentina,Ariel Ortega,River Plate
2252,1997,Argentina,Diego Simeone,Atlético
2253,1997,Argentina,Diego Cagna,Boca Juniors
2254,1997,Argentina,Juan José Borrelli,Oviedo
2255,1997,Argentina,Nestor Gorosito,San Lorenzo
2256,1997,Argentina,Gustavo López,Saragosse
2257,1997,Argentina,Sergio Berti,River Plate
2258,1997,Argentina,Rodolfo Cardoso,HSV
2259,1997,Argentina,Juan Román Riquelme,Boca Juniors
2260,1997,Argentina,Hugo Morales,Lanus
2261,1997,Argentina,Marcelo Gallardo,River Plate
2262,1997,Argentina,J. E.  Esnáider,Espanyol
2263,1997,Argentina,Hernán Crespo,Parma
2264,1997,Argentina,Gabriel Batistuta,Fiorentina
2265,1997,Argentina,Julio Cruz,River Plate
2266,1997,Argentina,Martín Posse,Velez Sarsfield
2267,1997,Argentina,Claudio López,Valencia CF
2268,1997,Argentina,José Luis Calderón,Indep.
2269,1997,Argentina,Marcelo Delgado,Racing Club
2270,1998,Argentina,Pablo Cavallero,Velez Sarsfield
2271,1998,Argentina,Carlos Roa,Real Mallorca
2272,1998,Argentina,Germán Burgos,River Plate
2273,1998,Argentina,Roberto Ayala,Napoli
2274,1998,Argentina,R. N.  Sensini,Parma
2275,1998,Argentina,José Antonio Chamot,Atlético
2276,1998,Argentina,Pablo Paz,Tenerife
2277,1998,Argentina,Eduardo Berizzo,River Plate
2278,1998,Argentina,Nelson Vivas,Lugano
2279,1998,Argentina,H. E.  Díaz,River Plate
2280,1998,Argentina,Gustavo Lombardi,UD Salamanque
2281,1998,Argentina,Javier Zanetti,Inter
2282,1998,Argentina,Mauricio Pineda,Udinese
2283,1998,Argentina,Leonardo Astrada,River Plate
2284,1998,Argentina,Gustavo Zapata,San Lorenzo
2285,1998,Argentina,Matías Almeyda,Lazio
2286,1998,Argentina,Ariel Ortega,Valencia CF
2287,1998,Argentina,J. S.  Verón,Sampdoria
2288,1998,Argentina,Diego Simeone,Inter
2289,1998,Argentina,Diego Cagna,Boca Juniors
2290,1998,Argentina,Rodolfo Cardoso,Boca Juniors
2291,1998,Argentina,Sergio Berti,River Plate
2292,1998,Argentina,Marcelo Gallardo,River Plate
2293,1998,Argentina,Gabriel Batistuta,Fiorentina
2294,1998,Argentina,Abel Balbo,AS Roma
2295,1998,Argentina,Hernán Crespo,Parma
2296,1998,Argentina,Marcelo Delgado,Racing Club
2297,1998,Argentina,Claudio López,Valencia CF
2298,1999,Argentina,Carlos Roa,Real Mallorca
2299,1999,Argentina,Germán Burgos,Real Mallorca
2300,1999,Argentina,Roberto Bonano,River Plate
2301,1999,Argentina,R. N.  Sensini,Parma
2302,1999,Argentina,Roberto Ayala,AC Milán
2303,1999,Argentina,S. A.  Méndez,Velez Sarsfield
2304,1999,Argentina,J. H.  San Esteban,Gim. La Plata
2305,1999,Argentina,Mauricio Pochettino,Espanyol
2306,1999,Argentina,Walter Samuel,Boca Juniors
2307,1999,Argentina,Eduardo Berizzo,River Plate
2308,1999,Argentina,J. R.  Fernández,Estudiantes LP
2309,1999,Argentina,Nelson Vivas,Arsenal
2310,1999,Argentina,Hugo Ibarra,Boca Juniors
2311,1999,Argentina,Javier Zanetti,Inter
2312,1999,Argentina,Juan Pablo Sorín,River Plate
2313,1999,Argentina,Fernando Redondo,Real Madrid
2314,1999,Argentina,Leonardo Astrada,River Plate
2315,1999,Argentina,Christian Bassedas,Velez Sarsfield
2316,1999,Argentina,Claudio Husaín,Velez Sarsfield
2317,1999,Argentina,J. S.  Verón,Parma
2318,1999,Argentina,Ariel Ortega,Parma
2319,1999,Argentina,Diego Simeone,Lazio
2320,1999,Argentina,Diego Cagna,Boca Juniors
2321,1999,Argentina,Santiago Solari,Atlético
2322,1999,Argentina,A.  Guglielminpietro,AC Milán
2323,1999,Argentina,Kily González,Valencia CF
2324,1999,Argentina,Gustavo López,Celta
2325,1999,Argentina,Pablo Aimar,River Plate
2326,1999,Argentina,Juan Román Riquelme,Boca Juniors
2327,1999,Argentina,Marcelo Gallardo,River Plate
2328,1999,Argentina,Julio Cruz,Feyenoord
2329,1999,Argentina,Hernán Crespo,Parma
2330,1999,Argentina,Martín Palermo,Boca Juniors
2331,1999,Argentina,Gabriel Batistuta,Fiorentina
2332,1999,Argentina,G.  Barros Schelotto,Boca Juniors
2333,1999,Argentina,Fernando Pandolfi,Velez Sarsfield
2334,1999,Argentina,Claudio López,Valencia CF
2335,2000,Argentina,Pablo Cavallero,Espanyol
2336,2000,Argentina,Germán Burgos,Real Mallorca
2337,2000,Argentina,Roberto Bonano,River Plate
2338,2000,Argentina,Roberto Ayala,AC Milán
2339,2000,Argentina,R. N.  Sensini,Lazio
2340,2000,Argentina,Gabriel Milito,Indep.
2341,2000,Argentina,Mauricio Pochettino,Espanyol
2342,2000,Argentina,Diego Crosa,Velez Sarsfield
2343,2000,Argentina,José Antonio Chamot,AC Milán
2344,2000,Argentina,Walter Samuel,Boca Juniors
2345,2000,Argentina,Eduardo Berizzo,River Plate
2346,2000,Argentina,Leandro Cufre,Gim. La Plata
2347,2000,Argentina,Nelson Vivas,Arsenal
2348,2000,Argentina,Javier Zanetti,Inter
2349,2000,Argentina,Diego Placente,River Plate
2350,2000,Argentina,Rodolfo Arruabarrena,Boca Juniors
2351,2000,Argentina,Juan Pablo Sorín,Cruzeiro
2352,2000,Argentina,Matías Almeyda,Lazio
2353,2000,Argentina,Claudio Husaín,River Plate
2354,2000,Argentina,Ariel Ortega,Parma
2355,2000,Argentina,J. S.  Verón,Lazio
2356,2000,Argentina,Diego Simeone,Lazio
2357,2000,Argentina,Santiago Solari,Real Madrid
2358,2000,Argentina,Esteban Cambiasso,Indep.
2359,2000,Argentina,Lucas Castromán,Velez Sarsfield
2360,2000,Argentina,Gustavo López,Celta
2361,2000,Argentina,Kily González,Valencia CF
2362,2000,Argentina,Pablo Aimar,River Plate
2363,2000,Argentina,Marcelo Gallardo,Monaco
2364,2000,Argentina,Hernán Crespo,Parma
2365,2000,Argentina,Gabriel Batistuta,Fiorentina
2366,2000,Argentina,Julio Cruz,Bologna
2367,2000,Argentina,Javier Saviola,River Plate
2368,2000,Argentina,Luciano Galletti,Estudiantes LP
2369,2000,Argentina,Claudio López,Valencia CF
2370,2000,Argentina,Marcelo Delgado,Boca Juniors
2371,2000,Argentina,Bernardo Romeo,San Lorenzo
2372,2001,Argentina,Pablo Cavallero,Celta
2373,2001,Argentina,Germán Burgos,Real Mallorca
2374,2001,Argentina,Roberto Ayala,Valencia CF
2375,2001,Argentina,Walter Samuel,AS Roma
2376,2001,Argentina,Mauricio Pochettino,Paris S-G
2377,2001,Argentina,Nelson Vivas,Arsenal
2378,2001,Argentina,Javier Zanetti,Inter
2379,2001,Argentina,Diego Placente,Bayer
2380,2001,Argentina,Juan Pablo Sorín,Cruzeiro
2381,2001,Argentina,Matías Almeyda,Parma
2382,2001,Argentina,Claudio Husaín,Napoli
2383,2001,Argentina,Ariel Ortega,River Plate
2384,2001,Argentina,J. S.  Verón,Lazio
2385,2001,Argentina,Diego Simeone,Lazio
2386,2001,Argentina,Gustavo López,Celta
2387,2001,Argentina,Kily González,Valencia CF
2388,2001,Argentina,Pablo Aimar,Valencia CF
2389,2001,Argentina,Marcelo Gallardo,Monaco
2390,2001,Argentina,Gabriel Batistuta,AS Roma
2391,2001,Argentina,Julio Cruz,Bologna
2392,2001,Argentina,Hernán Crespo,Lazio
2393,2001,Argentina,Claudio López,Lazio
2394,2001,Argentina,Bernardo Romeo,San Lorenzo
2395,2001,Argentina,Marcelo Delgado,Boca Juniors
2396,2002,Argentina,Pablo Cavallero,Celta
2397,2002,Argentina,Sebastián Saja,San Lorenzo
2398,2002,Argentina,Germán Burgos,Atlético
2399,2002,Argentina,Walter Samuel,AS Roma
2400,2002,Argentina,Roberto Ayala,Valencia CF
2401,2002,Argentina,Mauricio Pochettino,Paris S-G
2402,2002,Argentina,José Antonio Chamot,AC Milán
2403,2002,Argentina,Facundo Quiroga,Sporting
2404,2002,Argentina,Nelson Vivas,Inter
2405,2002,Argentina,Javier Zanetti,Inter
2406,2002,Argentina,Diego Placente,Bayer
2407,2002,Argentina,Juan Pablo Sorín,Cruzeiro
2408,2002,Argentina,Matías Almeyda,Parma
2409,2002,Argentina,Claudio Husaín,River Plate
2410,2002,Argentina,Ariel Ortega,River Plate
2411,2002,Argentina,J. S.  Verón,Man United
2412,2002,Argentina,Diego Simeone,Lazio
2413,2002,Argentina,Santiago Solari,Real Madrid
2414,2002,Argentina,Kily González,Valencia CF
2415,2002,Argentina,Gustavo López,Celta
2416,2002,Argentina,Juan Román Riquelme,Boca Juniors
2417,2002,Argentina,Luciano Galletti,Saragosse
2418,2002,Argentina,Pablo Aimar,Valencia CF
2419,2002,Argentina,Marcelo Gallardo,Monaco
2420,2002,Argentina,Javier Saviola,Barça
2421,2002,Argentina,Claudio Caniggia,Rangers
2422,2002,Argentina,Hernán Crespo,Lazio
2423,2002,Argentina,Gabriel Batistuta,AS Roma
2424,2002,Argentina,Julio Cruz,Bologna
2425,2002,Argentina,Claudio López,Lazio
2426,2003,Argentina,Sebastián Saja,San Lorenzo
2427,2003,Argentina,Franco Costanzo,River Plate
2428,2003,Argentina,Pablo Cavallero,Celta
2429,2003,Argentina,Roberto Ayala,Valencia CF
2430,2003,Argentina,Walter Samuel,AS Roma
2431,2003,Argentina,Daniel Díaz,Cruz Azul
2432,2003,Argentina,Gabriel Milito,Saragosse
2433,2003,Argentina,Facundo Quiroga,Sporting
2434,2003,Argentina,Nicolás Burdisso,Boca Juniors
2435,2003,Argentina,Gonzalo Rodríguez,San Lorenzo
2436,2003,Argentina,Fabricio Coloccini,Atlético
2437,2003,Argentina,Ariel Hernán Garcé,River Plate
2438,2003,Argentina,Gabriel Heinze,Paris S-G
2439,2003,Argentina,Nelson Vivas,River Plate
2440,2003,Argentina,Leonardo Ponzio,Newell's
2441,2003,Argentina,Lionel Scaloni,Depor
2442,2003,Argentina,Javier Zanetti,Inter
2443,2003,Argentina,F. H.  Domínguez,Leganés
2444,2003,Argentina,Diego Placente,Bayer
2445,2003,Argentina,Juan Pablo Sorín,Paris S-G
2446,2003,Argentina,Clemente Rodríguez,Boca Juniors
2447,2003,Argentina,Matías Almeyda,Inter
2448,2003,Argentina,Sebastián Battaglia,Boca Juniors
2449,2003,Argentina,Javier Mascherano,River Plate
2450,2003,Argentina,Ariel Ortega,Fenerbahçe
2451,2003,Argentina,J. S.  Verón,Chelsea
2452,2003,Argentina,Santiago Solari,Real Madrid
2453,2003,Argentina,Pablo Guiñazú,Newell's
2454,2003,Argentina,Federico Insúa,Málaga
2455,2003,Argentina,Esteban Cambiasso,Real Madrid
2456,2003,Argentina,Lucas Castromán,Lazio
2457,2003,Argentina,César Carignano,Colon
2458,2003,Argentina,Kily González,Inter
2459,2003,Argentina,Gustavo López,Celta
2460,2003,Argentina,Juan Román Riquelme,Barça
2461,2003,Argentina,Andrés D'Alessandro,Wolfsburgo
2462,2003,Argentina,César Delgado,Cruz Azul
2463,2003,Argentina,Leandro Romagnoli,San Lorenzo
2464,2003,Argentina,Mariano González,Racing Club
2465,2003,Argentina,Luciano Galletti,Saragosse
2466,2003,Argentina,Maxi Rodríguez,Espanyol
2467,2003,Argentina,Pablo Aimar,Valencia CF
2468,2003,Argentina,Lucho Gonzalez,River Plate
2469,2003,Argentina,Marcelo Gallardo,Monaco
2470,2003,Argentina,Hernán Crespo,Chelsea
2471,2003,Argentina,Diego Milito,Racing Club
2472,2003,Argentina,Javier Saviola,Barça
2473,2003,Argentina,Bernardo Romeo,HSV
2474,2003,Argentina,Claudio López,Lazio
2475,2004,Argentina,R.  Abbondanzieri,Boca Juniors
2476,2004,Argentina,Leo Franco,Atlético
2477,2004,Argentina,Pablo Cavallero,Celta
2478,2004,Argentina,Walter Samuel,AS Roma
2479,2004,Argentina,Roberto Ayala,Valencia CF
2480,2004,Argentina,Facundo Quiroga,Sporting
2481,2004,Argentina,Gabriel Milito,Saragosse
2482,2004,Argentina,Nicolás Burdisso,Boca Juniors
2483,2004,Argentina,Fabricio Coloccini,AC Milán
2484,2004,Argentina,Gonzalo Rodríguez,Villarreal
2485,2004,Argentina,Gabriel Heinze,Paris S-G
2486,2004,Argentina,Leonardo Ponzio,Saragosse
2487,2004,Argentina,Lionel Scaloni,Depor
2488,2004,Argentina,Javier Zanetti,Inter
2489,2004,Argentina,Clemente Rodríguez,Boca Juniors
2490,2004,Argentina,Juan Pablo Sorín,Paris S-G
2491,2004,Argentina,Diego Placente,Bayer
2492,2004,Argentina,Nicolás Medina,Murcia
2493,2004,Argentina,Javier Mascherano,River Plate
2494,2004,Argentina,Mauro Rosales,Newell's
2495,2004,Argentina,Lucas Bernardi,Monaco
2496,2004,Argentina,Santiago Solari,Real Madrid
2497,2004,Argentina,Federico Insúa,Indep.
2498,2004,Argentina,Esteban Cambiasso,Real Madrid
2499,2004,Argentina,Kily González,Inter
2500,2004,Argentina,César Delgado,Cruz Azul
2501,2004,Argentina,Mario Santana,Palermo
2502,2004,Argentina,Juan Román Riquelme,Villarreal
2503,2004,Argentina,Andrés D'Alessandro,Wolfsburgo
2504,2004,Argentina,Luciano Galletti,Saragosse
2505,2004,Argentina,Mariano González,Racing Club
2506,2004,Argentina,Maxi Rodríguez,Espanyol
2507,2004,Argentina,Lucho Gonzalez,River Plate
2508,2004,Argentina,Pablo Aimar,Valencia CF
2509,2004,Argentina,Ariel Ibagaza,Atlético
2510,2004,Argentina,Hernán Crespo,Chelsea
2511,2004,Argentina,Lucho Figueroa,Cruz Azul
2512,2004,Argentina,Javier Saviola,Barça
2513,2004,Argentina,Diego Milito,Genoa
2514,2004,Argentina,Carlos Tévez,Boca Juniors
2515,2005,Argentina,R.  Abbondanzieri,Boca Juniors
2516,2005,Argentina,Leo Franco,Atlético
2517,2005,Argentina,Germán Lux,River Plate
2518,2005,Argentina,Roberto Ayala,Valencia CF
2519,2005,Argentina,Walter Samuel,Real Madrid
2520,2005,Argentina,E. N.  Tuzzio,River Plate
2521,2005,Argentina,Fabricio Fuentes,Atlas
2522,2005,Argentina,Daniel Díaz,Colon
2523,2005,Argentina,Gabriel Milito,Saragosse
2524,2005,Argentina,Nicolás Burdisso,Inter
2525,2005,Argentina,Fabricio Coloccini,Depor
2526,2005,Argentina,Gonzalo Rodríguez,Villarreal
2527,2005,Argentina,Gabriel Heinze,Man United
2528,2005,Argentina,Leonardo Ponzio,Saragosse
2529,2005,Argentina,Lionel Scaloni,Depor
2530,2005,Argentina,Pablo Zabaleta,Espanyol
2531,2005,Argentina,Javier Zanetti,Inter
2532,2005,Argentina,Diego Placente,Bayer
2533,2005,Argentina,Leandro Cufre,AS Roma
2534,2005,Argentina,Clemente Rodríguez,Spartak
2535,2005,Argentina,Juan Pablo Sorín,Villarreal
2536,2005,Argentina,Sebastián Battaglia,Boca Juniors
2537,2005,Argentina,Martín Demichelis,Bayern
2538,2005,Argentina,Javier Mascherano,River Plate
2539,2005,Argentina,Lucho Gonzalez,River Plate
2540,2005,Argentina,Aldo Duscher,Depor
2541,2005,Argentina,Lucas Bernardi,Monaco
2542,2005,Argentina,M. A.  Romagnoli,Colon
2543,2005,Argentina,Fernando Belluschi,Newell's
2544,2005,Argentina,Federico Insúa,Indep.
2545,2005,Argentina,Esteban Cambiasso,Inter
2546,2005,Argentina,Lucas Castromán,Velez Sarsfield
2547,2005,Argentina,Víctor Zapata,River Plate
2548,2005,Argentina,Kily González,Inter
2549,2005,Argentina,César Delgado,Cruz Azul
2550,2005,Argentina,Mario Santana,Palermo
2551,2005,Argentina,Juan Román Riquelme,Villarreal
2552,2005,Argentina,José Ernesto Sosa,Estudiantes LP
2553,2005,Argentina,Andrés D'Alessandro,Wolfsburgo
2554,2005,Argentina,Luciano Galletti,Saragosse
2555,2005,Argentina,Maxi Rodríguez,Espanyol
2556,2005,Argentina,S. A.  Romero,Racing Club
2557,2005,Argentina,Daniel Rubén Bilos,Boca Juniors
2558,2005,Argentina,Pablo Aimar,Valencia CF
2559,2005,Argentina,Lucho Figueroa,Villarreal
2560,2005,Argentina,Javier Saviola,Monaco
2561,2005,Argentina,Julio Cruz,Inter
2562,2005,Argentina,Ernesto Farías,River Plate
2563,2005,Argentina,Rolando Zárate,Velez Sarsfield
2564,2005,Argentina,Hernán Crespo,AC Milán
2565,2005,Argentina,Carlos Tévez,Corinthians
2566,2005,Argentina,Rodrigo Palacio,Boca Juniors
2567,2005,Argentina,Lionel Messi,Barça
2568,2005,Argentina,Lisandro Lopez,Racing Club
2569,2006,Argentina,R.  Abbondanzieri,Boca Juniors
2570,2006,Argentina,Leo Franco,Atlético
2571,2006,Argentina,Roberto Ayala,Valencia CF
2572,2006,Argentina,Walter Samuel,Inter
2573,2006,Argentina,Gabriel Milito,Saragosse
2574,2006,Argentina,Nicolás Burdisso,Inter
2575,2006,Argentina,Fabricio Coloccini,Depor
2576,2006,Argentina,Gabriel Heinze,Man United
2577,2006,Argentina,Leonardo Ponzio,Saragosse
2578,2006,Argentina,Lionel Scaloni,libre
2579,2006,Argentina,Pablo Zabaleta,Espanyol
2580,2006,Argentina,Rodolfo Arruabarrena,Villarreal
2581,2006,Argentina,Juan Pablo Sorín,Villarreal
2582,2006,Argentina,Leandro Cufre,AS Roma
2583,2006,Argentina,Clemente Rodríguez,Spartak
2584,2006,Argentina,Leandro Somoza,Villarreal
2585,2006,Argentina,Javier Mascherano,Corinthians
2586,2006,Argentina,Martín Demichelis,Bayern
2587,2006,Argentina,Lucho Gonzalez,FC Porto
2588,2006,Argentina,Pablo Aimar,Valencia CF
2589,2006,Argentina,Federico Insúa,M'gladbach
2590,2006,Argentina,Esteban Cambiasso,Inter
2591,2006,Argentina,Juan Román Riquelme,Villarreal
2592,2006,Argentina,Maxi Rodríguez,Atlético
2593,2006,Argentina,Daniel Rubén Bilos,ASSE
2594,2006,Argentina,Javier Saviola,Sevilla FC
2595,2006,Argentina,Hernán Crespo,Chelsea
2596,2006,Argentina,Diego Milito,Saragosse
2597,2006,Argentina,Julio Cruz,Inter
2598,2006,Argentina,Carlos Tévez,Corinthians
2599,2006,Argentina,Rodrigo Palacio,Boca Juniors
2600,2006,Argentina,Sergio Agüero,Atlético
2601,2006,Argentina,Lionel Messi,Barça
2602,2007,Argentina,R.  Abbondanzieri,Getafe
2603,2007,Argentina,Óscar Ustari,Getafe
2604,2007,Argentina,Juan Pablo Carrizo,River Plate
2605,2007,Argentina,Roberto Ayala,Valencia CF
2606,2007,Argentina,Daniel Díaz,Boca Juniors
2607,2007,Argentina,E. N.  Tuzzio,River Plate
2608,2007,Argentina,Gabriel Milito,Saragosse
2609,2007,Argentina,Jonathan Bottinelli,San Lorenzo
2610,2007,Argentina,Nicolás Burdisso,Inter
2611,2007,Argentina,Ezequiel Garay,Santander
2612,2007,Argentina,Gabriel Heinze,Man United
2613,2007,Argentina,Martín Demichelis,Bayern
2614,2007,Argentina,Hugo Ibarra,Boca Juniors
2615,2007,Argentina,Leonardo Ponzio,River Plate
2616,2007,Argentina,Javier Zanetti,Inter
2617,2007,Argentina,Javier Pínola,FC Nürnberg
2618,2007,Argentina,Pablo Ledesma,Boca Juniors
2619,2007,Argentina,Fernando Gago,Real Madrid
2620,2007,Argentina,Javier Mascherano,Liverpool
2621,2007,Argentina,Cristian Ledesma,San Lorenzo
2622,2007,Argentina,J. S.  Verón,Estudiantes LP
2623,2007,Argentina,Lucho Gonzalez,FC Porto
2624,2007,Argentina,Fernando Belluschi,River Plate
2625,2007,Argentina,Federico Insúa,América
2626,2007,Argentina,Pablo Aimar,Saragosse
2627,2007,Argentina,Esteban Cambiasso,Inter
2628,2007,Argentina,Neri Cardozo,Boca Juniors
2629,2007,Argentina,Daniel Montenegro,Indep.
2630,2007,Argentina,Juan Román Riquelme,Boca Juniors
2631,2007,Argentina,José Ernesto Sosa,Estudiantes LP
2632,2007,Argentina,Maxi Rodríguez,Atlético
2633,2007,Argentina,Jonás Gutiérrez,Real Mallorca
2634,2007,Argentina,Ezequiel Lavezzi,San Lorenzo
2635,2007,Argentina,Mariano Pavone,Estudiantes LP
2636,2007,Argentina,Diego Milito,Saragosse
2637,2007,Argentina,Hernán Crespo,Inter
2638,2007,Argentina,Javier Saviola,Barça
2639,2007,Argentina,German Denis,Indep.
2640,2007,Argentina,Rodrigo Palacio,Boca Juniors
2641,2007,Argentina,Sergio Agüero,Atlético
2642,2007,Argentina,Carlos Tévez,West Ham
2643,2007,Argentina,Lionel Messi,Barça
2644,2008,Argentina,R.  Abbondanzieri,Getafe
2645,2008,Argentina,Juan Pablo Carrizo,Lazio
2646,2008,Argentina,Daniel Díaz,Getafe
2647,2008,Argentina,Nicolás Burdisso,Inter
2648,2008,Argentina,Gonzalo Rodríguez,Villarreal
2649,2008,Argentina,Fabricio Coloccini,Depor
2650,2008,Argentina,Gabriel Heinze,Real Madrid
2651,2008,Argentina,Martín Demichelis,Bayern
2652,2008,Argentina,Pablo Zabaleta,Man City
2653,2008,Argentina,Javier Zanetti,Inter
2654,2008,Argentina,Emiliano Papa,Velez Sarsfield
2655,2008,Argentina,Fernando Gago,Real Madrid
2656,2008,Argentina,Pablo Ledesma,Catania
2657,2008,Argentina,Sebastián Battaglia,Boca Juniors
2658,2008,Argentina,Javier Mascherano,Liverpool
2659,2008,Argentina,J. S.  Verón,Estudiantes LP
2660,2008,Argentina,Lucho Gonzalez,FC Porto
2661,2008,Argentina,Esteban Cambiasso,Inter
2662,2008,Argentina,José Ernesto Sosa,Bayern
2663,2008,Argentina,Juan Román Riquelme,Boca Juniors
2664,2008,Argentina,Mariano González,FC Porto
2665,2008,Argentina,Maxi Rodríguez,Atlético
2666,2008,Argentina,Ángel Di María,Benfica
2667,2008,Argentina,Jonás Gutiérrez,Real Mallorca
2668,2008,Argentina,Ever Banega,Valencia CF
2669,2008,Argentina,Ezequiel Lavezzi,Napoli
2670,2008,Argentina,Lisandro Lopez,FC Porto
2671,2008,Argentina,Diego Milito,Genoa
2672,2008,Argentina,Julio Cruz,Inter
2673,2008,Argentina,Gonzalo Bergessio,San Lorenzo
2674,2008,Argentina,Fernando Cavenaghi,Bordeaux
2675,2008,Argentina,Rodrigo Palacio,Boca Juniors
2676,2008,Argentina,Sergio Agüero,Atlético
2677,2008,Argentina,German Denis,Napoli
2678,2008,Argentina,Carlos Tévez,Man United
2679,2008,Argentina,Lionel Messi,Barça
2680,2008,Argentina,José Gustavo Sand,Lanus
2681,2009,Argentina,Mariano Andújar,Estudiantes LP
2682,2009,Argentina,Cristian Campestrini,Arsenal
2683,2009,Argentina,Diego Pozo,Colon
2684,2009,Argentina,Juan Pablo Carrizo,Lazio
2685,2009,Argentina,Sergio Romero,AZ
2686,2009,Argentina,Daniel Díaz,Getafe
2687,2009,Argentina,Juan Insaurralde,Newell's
2688,2009,Argentina,A. J.  Ferrero,Colon
2689,2009,Argentina,Ignacio Canuto,Argentinos
2690,2009,Argentina,S. E.  Domínguez,Velez Sarsfield
2691,2009,Argentina,Rolando Schiavi,Newell's
2692,2009,Argentina,Matías Caruzzo,Argentinos
2693,2009,Argentina,Fabricio Coloccini,Newcastle
2694,2009,Argentina,Nicolás Burdisso,Inter
2695,2009,Argentina,Marcos Angeleri,Estudiantes LP
2696,2009,Argentina,Gabriel Heinze,Real Madrid
2697,2009,Argentina,Nicolás Otamendi,Velez Sarsfield
2698,2009,Argentina,Martín Demichelis,Bayern
2699,2009,Argentina,Javier Zanetti,Inter
2700,2009,Argentina,Emiliano Insúa,Liverpool
2701,2009,Argentina,Fabián Monzón,Boca Juniors
2702,2009,Argentina,Emiliano Papa,Velez Sarsfield
2703,2009,Argentina,Leonel Vangioni,Newell's
2704,2009,Argentina,Cristian Ansaldi,Rubin Kazan
2705,2009,Argentina,Fernando Gago,Real Madrid
